ORIGIN,DEST,CANCELLED,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
ACV,SFO,0,0,154,0,0,0,0
ACV,SFO,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,0,0,0,0,111
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,0,0,25,0,0
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,LAX,0,0,,,,,
ANC,SFO,0,0,4,0,0,0,24
ANC,SFO,0,0,7,0,0,0,31
ANC,SFO,0,0,0,0,0,0,151
ANC,SFO,0,0,5,0,0,0,25
ANC,SFO,0,0,6,0,0,0,14
ASE,LAX,0,0,0,9,0,0,59
ASE,LAX,0,0,8,0,0,0,9
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,37,0,0,0,27
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,27,0,0,0,35
ASE,LAX,1,0,,,,,
ASE,LAX,0,0,5,0,0,0,18
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,25,0,0,0,132
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,1,,,,,
ASE,LAX,0,0,0,39,14,0,28
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,15,0,0,24
ASE,LAX,0,0,1,0,0,0,71
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,16,0,0,0
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,0,0,0,53
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,0,0,0,73
ASE,SFO,0,0,65,0,3,0,0
ASE,SFO,0,0,101,0,7,0,0
ASE,SFO,1,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,11,0,55,0,0
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,7,0,0,0,70
ASE,SFO,0,0,0,0,0,0,160
ASE,SFO,0,0,14,0,0,0,63
ASE,SFO,1,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,0,0,0,0,50
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,0,0,0,0,18
ASE,SFO,1,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,0,0,56,0,0
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,11,0,0,0,9
ASE,SFO,0,0,,,,,
ASE,LAX,0,0,0,5,1,0,47
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,1,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,1,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,77,0,0,0,0
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,1,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,97,0,0,0,0
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,1,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,125,0,0,0,0
ASE,LAX,0,0,112,0,0,0,0
ASE,LAX,0,0,82,0,0,0,0
ASE,LAX,0,0,49,0,7,0,12
ASE,LAX,0,0,0,0,0,0,41
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,0,0,0,36
ASE,LAX,0,0,17,0,3,0,32
ASE,LAX,0,0,0,0,0,0,133
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,0,0,0,77
ASE,LAX,0,0,0,0,2,0,19
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,0,0,0,38
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,196,0,0,0,0
ASE,LAX,0,0,0,0,0,0,47
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,0,0,0,18
ASE,LAX,0,0,0,0,0,0,97
ASE,LAX,1,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,4,0,3,0,17
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,22,0,0,21
ASE,LAX,0,0,37,0,0,0,0
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,0,0,0,56
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,7,0,0,0,52
ASE,LAX,0,0,0,0,33,0,26
ASE,LAX,0,0,2,0,4,0,47
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,0,0,0,43
ASE,LAX,0,0,0,0,0,0,71
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,0,0,0,0,20
ASE,LAX,0,0,16,0,6,0,33
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,,,,,
ASE,LAX,0,0,5,0,0,0,22
ASE,LAX,0,0,3,0,0,0,35
ASE,LAX,0,0,0,0,3,0,78
ASE,LAX,0,0,0,0,0,0,74
ASE,LAX,0,0,0,0,0,0,40
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,0,0,19,0,0
ASE,SFO,0,0,0,0,0,0,30
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ASE,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,SMF,0,0,20,0,0,0,0
ATL,OAK,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,13,0,14,0,0
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,ONT,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SMF,0,0,33,0,0,0,0
ATL,SMF,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,OAK,0,0,0,0,6,0,17
ATL,SNA,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,78,0,0,0,0
ATL,SAN,0,0,,,,,
ATL,SMF,0,0,16,0,0,0,0
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,16,0,0,0,0
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,36,0,0,0,0
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,9,0,1,0,5
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,0,0,16,0,0
ATL,ONT,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,137,0,0,0,0
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,37,0,0,0,0
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,137,0,0,0,0
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,17,0,0,0,0
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,ONT,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,0,18,0,0,23
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,13,2,0,0,4
ATL,SNA,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,71,0,0,0,0
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,0,33,0,0,0
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
